text,page,big_category,small_category,detail,URL,file_1,file_2,file_3,file_4,file_5,file_6,file_7,file_8,file_9,file_10
"大分類：運転をするときは,小分類：運転装置の使いかた以下の文章についての説明：シフトレバーの使いかたおよび各シフトの意味について説明しているシフトレバー（CVT車）

シフトレバーの使いかた

シフトレバーの動かしかた

シフトレバーの操作は確実に行ってください。

ブレーキペダルを踏んだままシフトレバーをゲートにそって動かすことができます。

シフトレバーをゲートにそってそのまま動かすことができます。

各シフト位置のはたらき

■警告
●「P」から「D」レンジの間でシフトレバーを動かすときは、突然車が動き出し思わぬ事故につながるおそれがありますので、必ずブレーキペダルを踏みながら動かしてください。
●走行中に「N」レンジに入れないでください。エンジンブレーキが全く効かず、思わぬ事故につながるおそれがあり危険です。
●車が完全に止まらないうちに「P」レンジに入れないでください。また、前進走行中に「R」レンジ、および後退走行中に「D」・「S」レンジに入れないでください。トランスミッションに重大な損害をあたえると共に、車がコントロールを失い思わぬ事故につながるおそれがあり危険です。",135,運転をするときは,運転装置の使いかた,シフトレバーの使いかたおよび各シフトの意味について説明している,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=135,page135_1.png,page135_2.png,,,,,,,,
"大分類：運転をするときは,小分類：運転装置の使いかた以下の文章についての説明：マニュアルモードへの変更方法とマニュアルモードでの注意点について説明している車を運転するにあたって 運転装置の使いかた

■マニュアルモードの使いかた
シフトレバーが「S」レンジのときに下記の操作方法を行うと、マニュアルモードに切り替わり、思い通りのシフトレンジを選択して運転することができます。

▼シフトレバーによる操作方法
「S」レンジから「＋」側または「-」側に操作する
●操作するごとに1速ずつ変速し、選択したシフトレンジに固定されます。

▼パドルシフトによる操作方法
（パドルシフト装着車）
パドルシフトの「＋」側または「ー」側を操作する
●操作するごとに1速ずつ変速し、選択したシフトレンジに固定されます。

● マニュアルモード中は、マルチインフォメー
ションディスプレイのシフトレンジ表示灯に
“M”が点灯し、1 ～ 7 速のあいだで選択
されているシフトレンジが表示されます。
▼ 解除方法
シフトレバーを D レンジに戻します。

知識
マニュアルモードで連続変速したいときは
●シフトレバーまたはパドルシフトを^または_ 側に繰り返し操作してください。シフトレバーまたは
パドルシフトが^または_側に操作されたままでは連続でシフトレンジを変えることができません。
マニュアルモードでも自動変速される状況
●マニュアルモードでは、シフトレバーまたはパドルシフトを操作しない限り変速しません。ただし、
以下の場合は安全や走行性能を確保するため自動的に変速します。
● 車速が低下した、または上昇した場合
● 車両が停止すると、自動的に 1 速になります。

一時的なマニュアルモードについて
パドルシフト装着車
シフトレバーが ? レンジでの走行中にパドルシフトを操作すると、一時的なマニュアルモー
ドに切り替わり、任意のシフトレンジを選択することができます。
● 一時的なマニュアルモードは下記の状態になると自動で解除され、通常の ? レンジ走行
に戻ります。
● 同じシフトレンジでアクセルペダルを一定時間踏み続けたとき
● アクセルペダルを大きく踏み込んだとき
● 停車したとき
● パドルシフトの ^ 側を一定時間以上押し続けたとき
● 一時的なマニュアルモード中は、マルチ
インフォメーションディスプレイのシフトレ
ンジ表示灯に“D”が点灯し、1 ～ 7 速
のあいだで選択されているシフトレンジが
表示されます。

シフト制限警告ブザー（マニュアルモード時）
マニュアルモードの操作には制限があり、希望するシフトレンジへ変更できない場合があり
ます。その場合は、警告ブザーにより運転者にお知らせします。

シフトロック機構
誤操作防止のため、シフトロック機構が付いています。
▼ シフトロック解除方法
エンジンスイッチを“ON”にし、ブレーキペダルを踏むと、シフトレバーの操作ができます。
● 必ずブレーキペダルをしっかり踏み込み、シフトレバーを操作します。

知識
●エンジンスイッチが“ON”以外では、ブレーキペダルを踏んでもシフトレバーは Hレンジから
ほかのレンジへは動きません。
● 先にシフトレバーを動かしてからブレーキペダルを踏むと、シフトロックが解除されない場合が
あります。
● 万一、エンジンスイッチを“ON”にして、ブレーキペダルを踏んでもシフトレバーをHレンジ
から他の位置へ動かせないときは、下記の手順でシフトロックを解除してください。この場合
はシフトロックシステムなどの故障が考えられます。ただちにダイハツサービス工場で点検を
受けてください。

シフトロック解除ボタン
バッテリーあがりなどで、シフトレバーが H レンジからほかのレンジへ動かないときは、シ
フトロック解除ボタンを使用します。
▼ シフトロック解除方法
● 必ずブレーキペダルをしっかり踏み込み、
シフトロック解除ボタンを押しながら、シ
フトレバーを操作します。",136,運転をするときは,運転装置の使いかた,マニュアルモードへの変更方法とマニュアルモードでの注意点について説明している,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=136,page136_1.png,page136_2.png,page137_1.png,page137_2.png,page138_1.png,,,,,
"大分類：運転をするときは,小分類：運転装置の使いかた以下の文章についての説明：マニュアル車でのシフトレバーの使いかたについて説明しているシフトレバー（マニュアル車）
シフトレバーの使いかた

シフト位置を変更するときは、クラッチペダルをいっぱいまで踏み込んで確実に操作します。

注意
R（後退）には、車が完全に停止してからシフト位置を変更してください。トランスミッションに負担がかかり、故障の原因となります。

知識
5速からR（後退）には、直接シフト位置を変更できません。一度ニュートラルにしてから、R（後退）にシフト位置を変更してください。

シフトダウンの上限速度
エンジンの過回転を防ぐため、次の表に示す上限速度以下でシフトダウンしてください。

注意
エンジンの回転があがりすぎないように、上限速度を守って走行してください。エンジンが損傷するおそれがあります。",139,運転をするときは,運転装置の使いかた,マニュアル車でのシフトレバーの使いかたについて説明している,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=139,page139_1.png,page139_2.png,,,,,,,,
"大分類：運転をするときは,小分類：ABS以下の文章についての説明：ABSの機能について説明しているABS
ABS（EBD 機能付）
急制動時や滑りやすい路面における制動時には、車輪がロックして方向安定性と操舵能力
が低下することがあります。ABS は、このような状況下に発生する車輪ロックを防止して
操舵能力を確保しようとする装置です。
▼ EBD
Electronic Brake force Distribution（電子制動力配分制御）の略で、車両の走行状
態や積載状態に応じて最適な制動力配分を行う機能です。積載時のブレーキの効きを確保
することができます。

注意
● ABSを過信しないでください。ABS が作動した状態でも車両の方向安定性や操舵性の確
保には限界があり、思わぬ事故につながるおそれがあります。
● 下記の場合などには ABS の付いていない車両に比べ、制動距離が長くなることがあり、
事故につながるおそれがあります。速度を控えて十分に車間距離を取ってください。
●ジャリ道、新雪路を走行しているとき
●タイヤチェーンを装着しているとき
● 道路の継ぎ目などの段差を乗り越えるとき
● 凹凸道などの悪路を走行しているとき
●タイヤ空気圧が適正空気圧より高いときに荒れた路面を走行したとき

知識
● 低速（約 10km/h 以下）では、ABS は作動せず、普通のブレーキと同じ作動になります。
●エンジンスイッチを“ON”にすると、メーター内の ABS 警告灯が点灯し、数秒後に消灯します。
● 走行中に ABS 警告灯が数秒間点灯しても、その後、消灯すれば異常ではありません。た
だし、点灯・消灯をくり返す場合は、ダイハツサービス工場で点検を受けてください。
●エンジン始動時や始動後の発進直後にエンジンルームからモーターなどの音が聞こえること
があります。これは、システムの作動をチェックしているときの音で、異常ではありません。

知識
●走行中にABS警告灯が点灯した場合、通常のブレーキ性能は確保されていますが、ABSは作動しません。ダイハツサービス工場で点検を受けてください。
●ABSの作動中および作動後は、ブレーキペダルが奥に入り込むことがあります。また、ABSが正常に作動しているときは、ブレーキペダルを踏むとペダルがごきざみに動き「カタカタ」と作動音がすることがありますが、システムの異常ではありません。
●雨の日にマンホールのふた、橋の継ぎ目などの滑りやすい場所でブレーキペダルを踏むとABSが作動しやすくなります。
●急ブレーキ時は、ブレーキペダルを強く踏み続けてください。ブレーキペダルをゆるめるとABSが効果を発揮できません。
●急ブレーキ時にポンピングブレーキはしないでください。ポンピングブレーキをすると制動距離が長くなります。",140,運転をするときは,ABS,ABSの機能について説明している,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=140,,,,,,,,,,
"大分類：運転をするときは,小分類：VSC&TRC以下の文章についての説明：VSCとTRCについていろいろ説明しているVSC&TRC
VSC
VSCは、急激なハンドル操作や、滑りやすい路面での旋回時の横滑りなどを抑制するために、自動的にブレーキを制御して、車両の安定性を確保しようとするシステムです。
また緊急制動時など、ブレーキペダルが強く踏めずブレーキ性能を十分に発揮できない場合に、ブレーキ力を増強するブレーキアシストを備えています。
●VSCが作動すると、スリップインジケーターが点滅します。
（スリップインジケーター→145ページ）
●VSC&TRC OFFスイッチを3秒以上押して、メーター内のVSC OFF表示灯とTRC OFF表示灯が点灯しているときは、VSC（TRCを含む）は作動しません。
（VSC&TRC OFFスイッチ→147ページ）
●タイヤの状態がシステムに大きく影響しますので、タイヤの状態には細心の注意をしてください。
（タイヤの点検→189ページ）

警告
●VSCを過信しないでください。VSCが作動した状態でも車両の方向安定性の確保には限界があります。無理な運転は思わぬ事故につながり、生命にかかわる重大な傷害を受けるおそれがあります。
●常に安全運転を心がけ、スリップインジケーターが点滅したときは、特に慎重に運転してください。

注意
●タイヤは4輪とも指定サイズで同一サイズ、同一メーカー、同一銘柄、同一トレッドパターン（溝模様）および摩耗差のないタイヤを装着してください。指定以外の物を装着するとVSCが正確に機能しないおそれがあります。
●タイヤチェーンを装着したときなどにVSCが正確に機能しないおそれがあります。
●雪道や凍結路を走行するときには冬用タイヤを装着し、控えめな車速で走行してください。

知識
●VSCは、車速が約15km/hを超えると作動するようになります。
●VSC（TRCを含む）は、作動停止した場合でも、エンジンを始動するたびに作動可能状態に戻ります。
●エンジン始動時や始動後の発進直後に、エンジンルームから「カチカチ、トン」という音が聞こえることがあります。これは、システムの作動をチェックしている音で、異常ではありません。

知識
ブレーキアシストについて
● VSC の“ON”・“OFF”に関わらず、緊急制動時などに作動します。
●ブレーキペダルを急速度で踏んだときに、ブレーキアシストが作動してブレーキが強くかかり、
作動音とともにブレーキペダルが小刻みに動くことがありますが、異常ではありません。

TRC
TRC のはたらき
滑りやすい路面での発進時や加速時に、過剰な駆動力により生じる駆動輪のホイールスピ
ンを抑え、車両の方向安定性と駆動力を確保しようとする装置です。
● 車輪がスリップし始めると、車輪速センサーからの情報で、コンピューターがスリップを
感知し、必要に応じてブレーキをかけます。これにより、過剰な駆動力を抑え、スリップ
を抑制します。
● TRC が作動すると、スリップインジケーターが点滅します。このとき、車両の振動を感
じることがありますが、これはブレーキ制御によるもので、異常ではありません。
（スリップインジケーター→145 ページ）
● VSC&TRC OFF スイッチを押して、メーター内の TRC OFF 表示灯が点灯していると
きは、TRC は作動しません。
（VSC&TRC OFF スイッチ→147 ページ）
● ぬかるみや新雪路でのスタックからの脱出時などは、TRC が作動していると脱出しにく
い場合があります。この場合、VSC&TRC OFF スイッチを操作することで、TRC を停
止することができます。
（スタック（立ち往生）したとき→ 228 ページ）

TRC のしくみ
タイヤのスリップは４輪に取り付けられたセンサーからの信号を比較し、駆動輪のいずれか
の信号が他の車輪より多い場合、スリップしているとコンピューターが判断します。それに
よって、スリップしているタイヤの駆動力を抑えようとブレーキをかけ、スリップを抑制しま
す。


●TRC とタイヤの関係
TRC は、車輪に付いているセンサーからの信号を基準に作動させるため、4 輪の中で 1 輪でもタイヤの種類が異なると、信号の出方が変わり、コンピューターがスリップと判断します。
●タイヤの状態がシステムに大きく影響しますので、タイヤの状態には細心の注意をしてください。
(タイヤの点検→189 ページ)

警告
●TRC を過信しないでください。TRC が作動した状態でも車両の方向安定性の確保には限界があります。無理な運転は思わぬ事故につながり、生命にかかわる重大な傷害を受けるおそれがあります。
●常に安全運転を心がけ、スリップインジケーターが点滅したときは、特に慎重に運転してください。
(スリップインジケーター→145 ページ)

注意
●タイヤは 4 輪とも指定サイズで同一サイズ、同一メーカー、同一銘柄、同一トレッドパターン（溝模様）および摩耗度のないタイヤを装着してください。指定以外の物を装着すると TRC が正確に機能しないおそれがあります。
●タイヤチェーンを装着したときなどには TRC が正確に機能しないおそれがあります。
●雪道や凍結路を走行するときには冬用タイヤを装着し、控えめな車速で走行してください。

知識
●TRC は、作動停止した場合でも、エンジンを始動するたびに作動可能状態に戻ります。
●エンジン始動時や始動後の発進直後に、エンジンルームから「カタカチ、トン」という音が聞こえることがあります。これは、システムの作動をチェックしている音で、異常ではありません。",142,運転をするときは,VSC&TRC,VSCとTRCについていろいろ説明している,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=142,,,,,,,,,,
"大分類：運転をするときは,小分類：VSC&TRC以下の文章についての説明：VSCとTRCのOFFスイッチについて説明しているVSC&TRC OFF スイッチ
VSC や TRC は新雪路、深雪路、砂地等からの脱出には適さない場合があります。
このようなときは VSC&TRC OFF スイッチを押して VSC と TRC を“OFF”にします。
▼ TRC を“OFF”にするとき
● エンジンスイッチが“ON”のとき、VSC&TRC OFF スイッチを押します。（メーター内の TRC OFF 表示灯が点灯
します）
▼ VSC と TRC を“OFF”にするとき
● エンジンスイッチが“ON”で車両が停止しているとき、VSC&TRC OFF スイッチを 3 秒以上押し続けます。
（メーター内の TRC OFF 表示灯とVSC OFF 表示灯が点灯します）
▼ 作動可能状態に戻すとき
VSC&TRC OFFスイッチをもう１度押します。
（TRC OFF 表示灯（と VSC OFF 表示灯）が消灯します）

警告
● VSC や TRC は自動的にブレーキやエンジンの出力を制御して駆動力や車両の方向安定性を確保しようとするシステムです。
そのため、必要なとき以外は VSC や TRCを作動停止状態にしないでください。VSC やTRCを作動停止状態にしたときは、路面状況に応じた速度で、特に慎重な運転を心がけてください。

知識
● VSC や TRCを作動停止にした場合でも、エンジンを始動するたびに自動的に VSCとTRC は作動可能状態に戻ります。
● TRC のみ作動を停止している場合は、車速が高くなるとTRC は作動を再開します。ただし、VSCとTRC の作動を停止している場合は、車速による作動再開はありません",147,運転をするときは,VSC&TRC,VSCとTRCのOFFスイッチについて説明している,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=147,page147_1.png,,,,,,,,,
"大分類：運転をするときは,小分類：エマージェンシーストップシグナル以下の文章についての説明：エマージェンシーストップシグナルとその作動条件などについて説明しているエマージェンシーストップシグナル
エマージェンシーストップシグナルは、自車が急ブレーキをかけたことを、非常点滅灯が自動で高速点滅し、後続車に注意をうながすことで、追突される可能性を低減させるシステムです。
● 約 60km/h 以上で走行しているときに、急ブレーキをかけると作動します。

作動条件について
エマージェンシーストップシグナルは、自車が下記の条件を全て満たしたときに作動します。
● 非常点滅灯スイッチが“OFF”
● 約 60km/h 以上で走行中
●ブレーキペダルを踏み、急減速した、または ABS が作動した

作動停止について
エマージェンシーストップシグナルは、下
記のいずれかのときに作動が停止します。
● 非常点滅灯スイッチを“ON”にした
●ブレーキペダルから足を離した
● 急減速でなくなった
● ABS が作動停止した

注意
●エマージェンシーストップシグナルは、追突される可能性を低減させるシステムであり、追突を完全に防ぐものではありません。
● 運転するときは不必要な急ブレーキを避け、安全運転を心がけてください。
● ABS 警告灯、または VSC&TRC 警告灯が点灯しているときは、エマージェンシーストップシグナルが作動しないことがあります。",148,運転をするときは,エマージェンシーストップシグナル,エマージェンシーストップシグナルとその作動条件などについて説明している,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=148,page148_1.png,,,,,,,,,
"大分類：運転をするときは,小分類：アイドリングストップシステム以下の文章についての説明：アイドリングストップシステムについて説明しているアイドリングストップシステム
eco IDLE（エコアイドル）
eco IDLE は、エンジン暖機後に信号待ちや渋滞などで停車した際、燃費向上や排気ガス低減、アイドリング騒音低減のため、自動でエンジンを停止（アイドリングストップ）、再始動させるシステムです。

アイドリングストップ、エンジン再始動のしかた
1 走行中にアイドリングストップする条件を満たすと、eco IDLE 表示灯が点灯します。
＜スタンバイ状態＞（スタンバイ条件→151 ページ）
2 Dレンジのままブレーキペダルを踏んで停車すると、アイドリングストップします。
＜アイドリングストップ状態＞
● eco IDLE表示灯はアイドリングストップ中も点灯し続けます。
（アイドリングストップ条件→152 ページ）
3 ブレーキペダルから足を離すと、エンジンが再始動します。＜エンジン再始動＞
● eco IDLE 表示灯は消灯します。（エンジン再始動条件→152 ページ）
4 しばらく走行して、再びアイドリングストップする条件を満たすと、eco IDLE表示灯が点灯します。",149,運転をするときは,アイドリングストップシステム,アイドリングストップシステムについて説明している,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=149,page149_1.png,,,,,,,,,
"大分類：運転をするときは,小分類：アイドリングストップシステム以下の文章についての説明：アイドリングストップシステムの注意事項について説明している車を運転するにあたって アイドリングストップシステム

eco IDLE (エコアイドル) の注意事項

警告
● アイドリングストップ中は車外へ出ないでください。思わぬ事故につながるおそれがあり危険です。
運転席シートベルトを外したり運転席ドアを開けたりすると、ブレーキペダルを踏んでいても、エンジンが再始動しますので、あわてずにブレーキペダルを踏み続けてください。
● シートベルトとドアを元に戻すまで、警告ブザーが鳴り続けます。
(警告ブザー 154ページ)

注意
● アイドリングストップ中は、ブレーキペダルを踏んだまま、アクセルペダルを踏むとエンジンが再始動しますので、車両の発進には十分ご注意ください。
● 長時間停車するときや車両から離れるときは、駐車ブレーキをかけ、エンジンスイッチを操作してエンジンを停止させてください。
eco IDLEを正常に作動させるために
● 下記の場合、eco IDLEが正常に作動しないおそれがあります。ダイハツサービス工場で点検を受けてください。
● 運転席シートベルトを着用していても、シートベルト未装着警告灯が点滅するとき
● 運転席シートベルトを外していても、シートベルト未装着警告灯が点滅しないとき
● 運転席ドアを閉めても半ドア警告灯が点灯する、または室内照明のスイッチが""DOOR""のときに室内照明が点灯するとき
● 運転席ドアを開けても半ドア警告灯が点灯しない、または室内照明のスイッチが""DOOR""のときに室内照明が点灯しないとき

知識
アイドリングストップ中の操作について
アイドリングストップ中に、シフトレバーを[D]から[N]レンジ（または[S]レンジ）に操作してもアイドリングストップは継続します。
ただし、シフトレバーを[N]レンジに操作したあと他のレンジに操作すると、エンジンが再始動します。

知識
● 右左折や合流時など、アイドリングストップ中に事前に発進準備をしたいときは、下記の操作で事前にエンジンを再始動することができます。
●ブレーキペダルをすばやく増し踏みする
● ハンドル操作をする
● eco IDLE OFF スイッチを押す（eco IDLE OFF スイッチ→ 157ページ）

アイドリングストップ中のエアコンの作動について
●アイドリングストップ中はエアコンの冷房、除湿機能が停止し、送風のみになります。
通常作動に戻すには、下記の操作でエンジンを再始動させてください。
●ブレーキペダルをすばやく増し踏みする
● eco IDLE OFF スイッチを押す",150,運転をするときは,アイドリングストップシステム,アイドリングストップシステムの注意事項について説明している,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=150,page150_1.png,,,,,,,,,
"大分類：運転をするときは,小分類：アイドリングストップシステム以下の文章についての説明：アイドリングストップシステムのシステム作動条件について説明しているシステムの作動条件について
スタンバイ条件
下記の条件をすべて満たすと、eco IDLE 表示灯が点灯し、アイドリングストップが可能な状態になります。
● eco IDLE OFF スイッチを押して、eco IDLE の作動を停止していないとき（eco IDLE 作動停止中は、eco IDLE OFF 表示灯が点灯します）
● エンジンが十分に暖まっているとき
●トランスミッションオイルが十分に暖まっているとき
● エンジン冷却水温が高すぎないとき
● バッテリーが十分に充電されているとき
● エンジン始動後に約 5km/h 以上でしばらく走行したあと（走行せずにアイドリング状態を続けていても、アイドリングストップしません）
● シフトレバーが D レンジのとき
● ボンネットが閉まっているとき
● 運転席ドアが閉まっているとき
● 運転席シートベルトを着用しているとき
● 外気温が約 0℃以上のとき（メーター表示の外気温と異なる場合があります）
●フロントデフロスタースイッチが“OFF”のとき
● 車内温度が快適なとき
● システム（eco IDLE、エンジン電子制御、CVT、ABS、VSC、エアコン、電動パワーステアリング）が正常なとき

下記の場合、スタンバイ状態になるまでに時間がかかる場合があります。
● 車両を長期間使用しなかったときなど、バッテリーが放電しているとき
● バッテリー交換などで、バッテリーの _ 端子をはずしたあと
● 冷房初期",151,運転をするときは,アイドリングストップシステム,アイドリングストップシステムのシステム作動条件について説明している,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=151,,,,,,,,,,
"大分類：運転をするときは,小分類：アイドリングストップシステム以下の文章についての説明：アイドリングストップする条件とエンジン再始動の条件について説明している車を運転するにあたって　アイドリングストップシステム

■アイドリングストップ条件
スタンバイ条件と下記の条件をすべて満たすと、eco IDLE 表示灯が点灯したまま、アイドリングストップします。
●車両が停車しているとき
●ブレーキペダルを踏んでいるとき
●アクセルペダルを踏んでいないとき
●ハンドル操作をしていないとき
●ABS、VSC が作動していないとき

□ 知識
■下記の場合、アイドリングストップしない場合があります。
●ブレーキブースター（ブレーキ倍力装置）の負圧が低下しているとき
●ブレーキペダルを踏む力が弱いとき
●急勾配の坂道で停車したとき

■エンジン再始動条件
アイドリングストップ中に、下記のいずれかの操作を行うとエンジンが再始動します。
●ブレーキペダルから足を離す
●ブレーキペダルをすばやく強く踏みする
●アクセルペダルを踏む
●ハンドル操作をする
●シフトレバーを R・D レンジに操作する
●シフトレバーを N レンジに操作したあと、他のレンジに操作する
●eco IDLE OFF スイッチを押して、システム作動を停止する
●フロントデフロスタースイッチを “ON” にする
●運転席ドアを開ける
●運転席シートベルトを外す

知識
エンジンの再始動について
● 下記の場合でも、アイドリングストップ中にエンジンが再始動し、クリープ現象 * が発生しますので、ブレーキペダルはしっかりと踏み続けてください。
* エンジンがかかっているとき、シフトレバーがH、Gレンジ以外の位置で動力がつながった状態になり、 アクセルペダルを踏まなくてもゆっくりと車両が動き出す現象。
● アイドリングストップ中に、アイドリングストップが可能な条件を満たさなくなった場合（eco IDLE 表示灯は点滅後消灯）
●ブレーキブースター（ブレーキ倍力装置）の負圧が低下したとき
●坂道などで停止状態から車両が動き出したとき
●バッテリーの放電量が多いとき
●警告灯（エンジン、CVT、ABS、VSC&TRC）が点灯（または点滅）するなど、各システムに異常が発生したとき
●エアコンの制御システムに異常が発生したとき
●冷房時はエアコン吹き出し口の風の温度が上昇したとき
●アイドリングストップしてから約 3 分経過したとき
● アイドリングストップ中に、eco IDLEシステムに異常が発生した場合、またはエンジン部品（スターター）やバッテリーが交換時期になった場合（eco IDLE OFF 表示灯が点滅）

アイドリングストップ時間が短くなる場合
● 下記の場合、アイドリングストップ時間が短くなる場合があります。
● 外気温が高く、エアコンを使用している状態で頻繁にアイドリングストップしたとき
● 電装品などの消費電力が大きいとき

エンジンが再始動しない場合
● 下記の場合、警告ブザーが鳴って eco IDLE 表示灯が点滅し、安全確保のためブレーキペダルから足を離しても、エンジンは再始動しません。
● アイドリングストップ中にボンネットを開けたとき（警告ブザー→ 154 ページ）

エンジン再始動時の電装品の動作について
●オーディオの音量が大きいなど、アイドリングストップ中の消費電力が大きい場合、エンジン再始動時に下記の電源が一時的に“OFF”になることがあります。
●オーディオ
● ナビゲーションシステム
●アイドリングストップからエンジンが再始動すると、アクセサリーソケットの電源電圧が低下す
るので、使用している電化製品によっては電源が一時的に“OFF”になることがあります。",152,運転をするときは,アイドリングストップシステム,アイドリングストップする条件とエンジン再始動の条件について説明している,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=152,,,,,,,,,,
"大分類：運転をするときは,小分類：アイドリングストップ中に実施すると警告ブザーがなる事象について説明している以下の文章についての説明：車を運転するにあたって　アイドリングストップシステム

■警告ブザー
アイドリングストップ中に、運転席シートベルトを外したり、運転席ドアやボンネットを開けたりすると、警告ブザーが鳴ります。

■運転席シートベルトを外したとき
警告ブザー（断続音）が鳴り、eco IDLE 表示灯が高速で点滅します。
●エンジンが再始動します。
▼対処方法
●運転席シートベルトを確実に着用してください。警告ブザーが止まります。

■運転席ドアを開けたとき
警告ブザー（断続音）が鳴り、eco IDLE 表示灯が高速で点滅します。
●エンジンが再始動します。
▼対処方法
●運転席ドアが開いていないかを確認し、確実に閉めてください。
警告ブザーが止まります。

■ボンネットを開けたとき
警告ブザー（断続音）が数秒間鳴り、eco IDLE 表示灯が高速で点滅します。
●安全確保のため、通常のエンジン停止状態になります。（エンジン警告灯・充電警告灯・油圧警告灯も同時に点灯します）
▼対処方法
●ボンネットが開いていないか確認し、確実に閉めてください。
●シフトレバーをレンジに操作してから、エンジンスイッチを操作して、エンジンを始動してください。",154,運転をするときは,アイドリングストップ中に実施すると警告ブザーがなる事象について説明している,,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=154,,,,,,,,,,
"大分類：運転をするときは,小分類：アイドリングストップシステム以下の文章についての説明：アイドリングストップに関するメーターの表示灯についての説明をしているeco IDLE 表示灯
eco IDLE に関する操作状況、車両の状態をお知らせします。

■点灯
● エンジンスイッチを ""ON"" にしたとき (数秒後消灯)
● アイドリングストップが可能な条件を満たしたとき <スタンバイ条件成立>
● アイドリングストップ中

■消灯
● アイドリングストップからエンジンが再始動したとき
● アイドリングストップが可能な条件を満たしていないとき <スタンバイ条件不成立>

■低速点滅後、消灯
アイドリングストップ中に、アイドリングストップが可能な条件を満たさなくなり、エンジンが再始動したとき

■高速点滅
アイドリングストップ中に下記の状態になると、高速点滅すると同時に警告ブザーが鳴ります。
● 運転席シートベルトを外したとき
● 運転席ドアを開けたとき
● ボンネットを開けたとき
(警告ブザー → 154ページ)

■知識
● 表示灯が点灯・点滅しているときに車幅灯を点灯すると、表示灯が減光します。

車を運転するにあたって　アイドリングストップシステム

eco IDLE OFF 表示灯

■点灯
●eco IDLE OFF スイッチを押して、eco IDLE 作動を停止すると点灯します。
（eco IDLE OFF スイッチ → 157ページ）

■点滅
●下記の状態になると、エンジンスイッチが ""ON"" のときに点滅します。
・eco IDLE システムに異常があるとき
・エンジン部品（スターター）やバッテリーが交換時期のとき

■注意
点滅した場合
●ダイハツサービス工場で点検を受けてください。

■知識
●表示灯が点灯・点滅しているときに車幅灯を点灯すると、表示灯が減光します。

■アイドリングストップ時間表示
アイドリングストップ時間を、メーターのマルチインフォメーションディスプレイに表示できます。
（マルチインフォメーションディスプレイ → 108ページ）

","155,156",運転をするときは,アイドリングストップシステム,アイドリングストップに関するメーターの表示灯についての説明をしている,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=155156,page155_1.png,page156_1.png,,,,,,,,
"大分類：運転をするときは,小分類：アイドリングストップシステム以下の文章についての説明：アイドリングストップのシステムをOFFにするスイッチについて説明をしているeco IDLE OFF スイッチ
eco IDLEの作動を停止したいときにスイッチを押します。

操作方法
●スイッチを押すと、eco IDLEの作動停止状態になります。
●メーター内のeco IDLE OFF表示灯が点灯します。
●もう一度スイッチを押すと、eco IDLE作動停止状態が解除されます。
eco IDLE OFF表示灯が消灯します。
（eco IDLE表示灯→155ページ）
（eco IDLE OFF表示灯→156ページ）

知識
●アイドリングストップ中に、スイッチを押すとエンジンが再始動し、eco IDLE作動停止状態になります。（eco IDLE OFF表示灯が点灯します）
●eco IDLEはエンジンスイッチ操作によるエンジン始動をするたびに、作動可能状態に戻ります。",157,運転をするときは,アイドリングストップシステム,アイドリングストップのシステムをOFFにするスイッチについて説明をしている,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=157,page157_1.png,,,,,,,,,
